107,2004-05-25,29824921,15070531.84,50.53
108,2004-05-26,90240920,68050682.88,75.41
109,2004-05-27,50823773,39418915.84,77.56
110,2004-05-28,48189065,34633482.24,71.87
111,2004-05-29,59074260,6722650.88,11.38
112,2004-05-30,27959239,1557329.76,5.57
113,2004-05-31,98223140,95747911.68,97.48
114,2004-06-01,75870005,53807006.72,70.92
115,2004-06-02,98607829,46464010.24,47.12
116,2004-06-03,43908592,37572582.4,85.57
117,2004-06-04,14549817,4159792.64,28.59
118,2004-06-05,45912903,17529547.52,38.18
119,2004-06-06,33097124,25034664.96,75.64
120,2004-06-07,75902635,371922.92,0.49
121,2004-06-08,14693635,11737274.88,79.88
122,2004-06-09,79319571,3093463.36,3.9
123,2004-06-10,59767643,59373173.76,99.34
124,2004-06-11,48869772,27435489.28,56.14
125,2004-06-12,70727084,4095098.24,5.79
126,2004-06-13,22990116,6186640,26.91
127,2004-06-14,58127724,10311857.92,17.74
128,2004-06-15,16180619,10353978.24,63.99
129,2004-06-16,6173876,2890608.64,46.82
130,2004-06-17,75679800,10966003.2,14.49
131,2004-06-18,98507399,76490997.76,77.65
132,2004-06-19,2731430,504768.24,18.48
133,2004-06-20,5725352,1478285.92,25.82
134,2004-06-21,36823667,7674052.48,20.84
135,2004-06-22,20426885,13375523.84,65.48
136,2004-06-23,79924912,79133655.04,99.01
137,2004-06-24,42141085,10847115.52,25.74
138,2004-06-25,83814802,74033612.8,88.33
139,2004-06-26,62778145,9510888.32,15.15
140,2004-06-27,12120763,9926904.96,81.9
141,2004-06-28,38075284,7436103.04,19.53
142,2004-06-29,84966217,42049781.76,49.49
143,2004-06-30,77509992,74270074.88,95.82
144,2004-07-01,94430334,28876797.44,30.58
145,2004-07-02,79279453,62884464.64,79.32
146,2004-07-03,28414149,13522292.48,47.59
147,2004-07-04,57739204,33996843.52,58.88
148,2004-07-05,14259804,11439215.36,80.22
149,2004-07-06,31974538,17886556.16,55.94
150,2004-07-07,32155638,8148238.72,25.34
151,2004-07-08,78074146,72320076.8,92.63
152,2004-07-09,52317875,41200327.68,78.75
153,2004-07-10,7684392,2296864.8,29.89
154,2004-07-11,93486744,89326581.76,95.55
155,2004-07-12,42729271,12814508.8,29.99
156,2004-07-13,95095845,84768440.32,89.14
157,2004-07-14,20813541,16097191.68,77.34
158,2004-07-15,10576087,9016113.92,85.25
159,2004-07-16,10073727,520811.68,5.17
160,2004-07-17,64398220,57005301.76,88.52
161,2004-07-18,30218758,6850592.64,22.67
162,2004-07-19,59096190,23998963.2,40.61
163,2004-07-20,79563391,77606133.76,97.54
164,2004-07-21,39117610,34900730.88,89.22
165,2004-07-22,79005205,40956300.8,51.84
166,2004-07-23,92765373,35334330.88,38.09
167,2004-07-24,39713041,35563028.48,89.55
168,2004-07-25,17293725,12005303.04,69.42
169,2004-07-26,22372786,8488234.88,37.94
170,2004-07-27,98739389,8797679.36,8.91
171,2004-07-28,13622683,10268778.24,75.38
172,2004-07-29,83844290,40815398.4,48.68
173,2004-07-30,49642028,21738245.12,43.79
174,2004-07-31,2745760,1773486.24,64.59
175,2004-08-01,57401566,36122805.76,62.93
176,2004-08-02,6016202,1998582.4,33.22
177,2004-08-03,46754208,27341859.84,58.48
178,2004-08-04,96130585,5239116.8,5.45
179,2004-08-05,65325714,44532536.32,68.17
180,2004-08-06,93254336,65138150.4,69.85
181,2004-08-07,33742591,23754785.28,70.4
182,2004-08-08,67040084,18764519.68,27.99
183,2004-08-09,70230327,27523264,39.19
184,2004-08-10,92606562,18132364.8,19.58
185,2004-08-11,100426587,49962224.64,49.75
186,2004-08-12,82514768,66119080.96,80.13
187,2004-08-13,61028417,14701745.92,24.09
188,2004-08-14,26536356,25883560.96,97.54
189,2004-08-15,63742467,45499371.52,71.38
190,2004-08-16,46181232,8404984.32,18.2
191,2004-08-17,37741524,5846161.92,15.49
192,2004-08-18,45667438,1324355.84,2.9
193,2004-08-19,11294376,6889569.28,61.0
194,2004-08-20,69583480,52841697.28,75.94
195,2004-08-21,28946766,3742816.96,12.93
196,2004-08-22,50428455,32521310.72,64.49
197,2004-08-23,37874033,32882234.88,86.82
198,2004-08-24,77821446,73525708.8,94.48
199,2004-08-25,95109926,86255196.16,90.69
200,2004-08-26,6222879,5095293.12,81.88
201,2004-08-27,62908899,45288115.2,71.99
202,2004-08-28,77651078,13713180.16,17.66
203,2004-08-29,6235035,5024814.4,80.59
204,2004-08-30,4296157,1970217.6,45.86
205,2004-08-31,6148433,4400433.6,71.57
206,2004-09-01,31836531,27735987.2,87.12
207,2004-09-02,88026597,30043479.04,34.13
208,2004-09-03,38206052,5478748.16,14.34
209,2004-09-04,99049997,68869463.04,69.53
210,2004-09-05,30875119,11328080.64,36.69
211,2004-09-06,33430998,23154309.12,69.26
212,2004-09-07,85140889,70300830.72,82.57
213,2004-09-08,35311177,381360.72,1.08
214,2004-09-09,11892303,8948958.08,75.25
215,2004-09-10,3884134,1068525.28,27.51
216,2004-09-11,30877253,997335.28,3.23
217,2004-09-12,20097543,4929927.68,24.53
218,2004-09-13,85040457,66875811.84,78.64
219,2004-09-14,79321338,9986556.16,12.59
220,2004-09-15,13356290,12095456,90.56
221,2004-09-16,75196301,17430503.68,23.18
222,2004-09-17,51867259,17209556.48,33.18
223,2004-09-18,100272956,20114755.84,20.06
224,2004-09-19,82714520,5690759.04,6.88
225,2004-09-20,10605349,3969582.08,37.43
226,2004-09-21,25203225,9340314.88,37.06
227,2004-09-22,98452214,43525724.16,44.21
228,2004-09-23,81005026,11543215.36,14.25
229,2004-09-24,99690123,50981524.48,51.14
230,2004-09-25,79171610,65799526.4,83.11
231,2004-09-26,84132587,36723873.28,43.65
232,2004-09-27,71756745,49648491.52,69.19
233,2004-09-28,64443075,37641200.64,58.41
234,2004-09-29,1196176,646293.88,54.03
235,2004-09-30,99495403,45369902.08,45.6
236,2004-10-01,51823059,16728482.56,32.28
237,2004-10-02,58344103,26394874.88,45.24
238,2004-10-03,47539779,23052039.68,48.49
239,2004-10-04,6864463,5125008.32,74.66
240,2004-10-05,78377033,2978327.04,3.8
241,2004-10-06,29963634,29421294.08,98.19
242,2004-10-07,6707168,6470405.12,96.47
243,2004-10-08,9044401,2529718.88,27.97
244,2004-10-09,42836636,22484951.04,52.49
245,2004-10-10,45524628,23108300.8,50.76
246,2004-10-11,68719332,817760.08,1.19
247,2004-10-12,6709505,6400196.48,95.39
248,2004-10-13,46159778,37357107.2,80.93
249,2004-10-14,63385426,53471943.68,84.36
250,2004-10-15,60908516,39267722.24,64.47
251,2004-10-16,96905527,5523614.72,5.7
252,2004-10-17,52743362,41398261.76,78.49
253,2004-10-18,56552859,18441888,32.61
254,2004-10-19,89911461,40127488,44.63
255,2004-10-20,12118300,1244549.44,10.27
256,2004-10-21,33820673,12922878.72,38.21
257,2004-10-22,1930828,1289406.88,66.78
258,2004-10-23,16203620,15560336.64,96.03
259,2004-10-24,19209734,466796.56,2.43
260,2004-10-25,41099610,7702066.56,18.74
261,2004-10-26,29745861,11446206.72,38.48
262,2004-10-27,24598438,24455767.04,99.42
263,2004-10-28,39040908,7940920.96,20.34
264,2004-10-29,24481625,17031865.6,69.57
265,2004-10-30,41458731,38610516.48,93.13
266,2004-10-31,14280314,9930530.56,69.54
267,2004-11-01,23969172,14074698.24,58.72
268,2004-11-02,53083236,8058035.2,15.18
269,2004-11-03,12709711,8354093.44,65.73
270,2004-11-04,87902677,73600916.48,83.73
271,2004-11-05,86048148,63374458.88,73.65
272,2004-11-06,89392845,86836213.76,97.14
273,2004-11-07,36919978,28472686.08,77.12
274,2004-11-08,93995709,25350643.2,26.97
275,2004-11-09,49681243,15465770.24,31.13
276,2004-11-10,17239212,2587605.76,15.01
277,2004-11-11,46749477,26736025.6,57.19
278,2004-11-12,56482876,10952029.44,19.39
279,2004-11-13,30415384,6934707.2,22.8
280,2004-11-14,25557448,5538298.88,21.67
281,2004-11-15,88914105,61048427.52,68.66
282,2004-11-16,59482987,38075061.76,64.01
283,2004-11-17,74247047,50443448.32,67.94
284,2004-11-18,17342616,11399302.4,65.73
285,2004-11-19,45625459,37453939.2,82.09
286,2004-11-20,5560627,2854825.92,51.34
287,2004-11-21,49891785,31536596.48,63.21
288,2004-11-22,97854744,39445248,40.31
289,2004-11-23,43005477,17000064,39.53
290,2004-11-24,3953903,720005.68,18.21
291,2004-11-25,41443883,1036097.12,2.5
292,2004-11-26,27991010,16094831.36,57.5
293,2004-11-27,54255310,50603929.6,93.27
294,2004-11-28,2272103,534625.84,23.53
295,2004-11-29,9935630,4192835.84,42.2
296,2004-11-30,80082339,9393657.6,11.73
297,2004-12-01,18535482,17634657.28,95.14
298,2004-12-02,100078124,10077866.88,10.07
299,2004-12-03,81850066,2095361.6,2.56
300,2004-12-04,42791483,14686037.76,34.32
301,2004-12-05,14692976,12064403.2,82.11
302,2004-12-06,28911612,20668911.36,71.49
303,2004-12-07,63902918,59877032.96,93.7
304,2004-12-08,65491276,17427229.44,26.61
305,2004-12-09,7036110,4895021.76,69.57
306,2004-12-10,89129402,12683112.96,14.23
307,2004-12-11,79819559,68572989.44,85.91
308,2004-12-12,1438945,401897.36,27.93
309,2004-12-13,20193836,14771791.36,73.15
310,2004-12-14,42745960,19188661.76,44.89
311,2004-12-15,94195560,32949606.4,34.98
312,2004-12-16,24460696,2424054.88,9.91
313,2004-12-17,91434412,39572815.36,43.28
314,2004-12-18,895140,280715.9,31.36
315,2004-12-19,49759382,36488558.08,73.33
316,2004-12-20,17439544,12933166.08,74.16
317,2004-12-21,61987215,54331796.48,87.65
318,2004-12-22,23979308,13200609.28,55.05
319,2004-12-23,89911650,66777379.84,74.27
320,2004-12-24,36737669,11906677.76,32.41
321,2004-12-25,20819735,6004412.16,28.84
322,2004-12-26,75955787,40628751.36,53.49
323,2004-12-27,83058686,34186956.8,41.16
324,2004-12-28,32506561,16428815.36,50.54
325,2004-12-29,24730750,2129317.44,8.61
326,2004-12-30,30157067,17289047.04,57.33
327,2004-12-31,40587959,23346193.92,57.52
328,2005-01-01,57370907,52729605.12,91.91
329,2005-01-02,98246140,4519322.56,4.6
330,2005-01-03,44271874,14986027.52,33.85
331,2005-01-04,7737103,5407461.12,69.89
332,2005-01-05,82508491,9092435.84,11.02
333,2005-01-06,78959962,5693013.12,7.21
334,2005-01-07,86748138,47919672.32,55.24
335,2005-01-08,89525675,3670552.32,4.1
336,2005-01-09,90329495,62038297.6,68.68
337,2005-01-10,50562461,16721004.8,33.07
338,2005-01-11,64482878,48768399.36,75.63
339,2005-01-12,65331770,34175047.68,52.31
340,2005-01-13,95183956,24033948.16,25.25
341,2005-01-14,83017128,11821638.4,14.24
342,2005-01-15,75454047,10699384.32,14.18
343,2005-01-16,869244,50416.16,5.8
344,2005-01-17,87879458,26908689.92,30.62
345,2005-01-18,48407061,38038269.44,78.58
346,2005-01-19,13909356,2818035.52,20.26
347,2005-01-20,14205328,4237449.28,29.83
348,2005-01-21,47559321,25258754.56,53.11
349,2005-01-22,9336905,225953.1,2.42
350,2005-01-23,10346106,4143615.36,40.05
351,2005-01-24,75156921,65611991.04,87.3
352,2005-01-25,42374065,8305316.48,19.6
353,2005-01-26,91704288,47016791.04,51.27
354,2005-01-27,81768940,3834963.52,4.69
355,2005-01-28,21274959,10990644.48,51.66
356,2005-01-29,92730308,74870446.08,80.74
357,2005-01-30,50165863,18616552.96,37.11
358,2005-01-31,10319123,6869440,66.57
359,2005-02-01,51994488,27973032.96,53.8
360,2005-02-02,20896788,8998157.44,43.06
361,2005-02-03,38345194,15468450.56,40.34
362,2005-02-04,3892335,3105304.96,79.78
363,2005-02-05,80917914,20909189.12,25.84
364,2005-02-06,22389753,18455873.28,82.43
365,2005-02-07,28340772,26776363.52,94.48
366,2005-02-08,97552992,4360618.56,4.47
367,2005-02-09,31158422,13145738.24,42.19
368,2005-02-10,64411799,19156069.12,29.74
369,2005-02-11,4485268,1490903.2,33.24
370,2005-02-12,31592279,25103224.32,79.46
371,2005-02-13,54361856,16118289.92,29.65
372,2005-02-14,8830500,3998450.24,45.28
373,2005-02-15,35875810,5252218.56,14.64
374,2005-02-16,29828701,22162723.84,74.3
375,2005-02-17,63123435,21809146.88,34.55
376,2005-02-18,69620151,64976491.52,93.33
377,2005-02-19,35892103,13832816.64,38.54
378,2005-02-20,38618182,22923755.52,59.36
379,2005-02-21,139812,121189.04,86.68
380,2005-02-22,99259743,36338992.64,36.61
381,2005-02-23,29095507,4550537.6,15.64
382,2005-02-24,61990861,22372500.48,36.09
383,2005-02-25,25014153,24563896.32,98.2
384,2005-02-26,76958557,43966428.16,57.13
385,2005-02-27,37437455,33929564.16,90.63
386,2005-02-28,36551939,23820899.84,65.17
387,2005-03-01,16687946,14795534.08,88.66
388,2005-03-02,42959759,27910955.52,64.97
389,2005-03-03,95538420,62969374.72,65.91
390,2005-03-04,99902305,8571617.92,8.58
391,2005-03-05,11552288,6515490.56,56.4
392,2005-03-06,18240869,7219735.68,39.58
393,2005-03-07,57505190,21127408.64,36.74
394,2005-03-08,86480192,54716016.64,63.27
395,2005-03-09,97257212,73613987.84,75.69
396,2005-03-10,98601633,90841681.92,92.13
397,2005-03-11,34359476,3858568.96,11.23
398,2005-03-12,52783413,12456885.76,23.6
399,2005-03-13,74949161,30324428.8,40.46
400,2005-03-14,55211870,10600679.68,19.2
401,2005-03-15,42723503,23066421.76,53.99
402,2005-03-16,97305942,26593715.2,27.33
403,2005-03-17,45461828,9533345.28,20.97
404,2005-03-18,91389340,63488179.2,69.47
405,2005-03-19,60122500,49390632.96,82.15
406,2005-03-20,38728641,2602564.48,6.72
407,2005-03-21,90551303,30995712,34.23
408,2005-03-22,66852223,45279011.84,67.73
409,2005-03-23,86471979,4755958.72,5.5
410,2005-03-24,2130394,1915224.16,89.9
411,2005-03-25,10103570,5069971.52,50.18
412,2005-03-26,18793480,3147907.84,16.75
413,2005-03-27,86522426,68958371.84,79.7
414,2005-03-28,55583890,10421978.88,18.75
415,2005-03-29,35073928,6457110.4,18.41
416,2005-03-30,25655133,18807777.28,73.31
417,2005-03-31,51467457,16176221.44,31.43
418,2005-04-01,34302803,1426996.64,4.16
419,2005-04-02,26835102,4202376.96,15.66
420,2005-04-03,81680900,37009615.36,45.31
421,2005-04-04,34301162,18556926.72,54.1
422,2005-04-05,52360523,3246352.32,6.2
423,2005-04-06,67524264,2842771.52,4.21
424,2005-04-07,31361561,2816267.84,8.98
425,2005-04-08,42870310,26849676.8,62.63
426,2005-04-09,44779011,4388343.36,9.8
427,2005-04-10,57231588,47771207.68,83.47
428,2005-04-11,37265994,32451225.6,87.08
429,2005-04-12,88664943,82635724.8,93.2
430,2005-04-13,63950772,23591439.36,36.89
431,2005-04-14,76552126,4294574.4,5.61
432,2005-04-15,66115250,1831392.32,2.77
433,2005-04-16,17509534,5947989.12,33.97
434,2005-04-17,59107687,18719404.8,31.67
435,2005-04-18,54076962,5737565.44,10.61
436,2005-04-19,1603844,814913.12,50.81
437,2005-04-20,1118351,300948.26,26.91
438,2005-04-21,64967967,8036537.6,12.37
439,2005-04-22,100248371,69081154.56,68.91
440,2005-04-23,84115481,49232788.48,58.53
441,2005-04-24,95020211,66894228.48,70.4
442,2005-04-25,91606526,71929441.28,78.52
443,2005-04-26,78672114,27519503.36,34.98
444,2005-04-27,92921805,36889958.4,39.7
445,2005-04-28,19336466,11598012.16,59.98
446,2005-04-29,88215568,37191682.56,42.16
447,2005-04-30,57710395,39121879.04,67.79
448,2005-05-01,98107943,91613194.24,93.38
449,2005-05-02,67870657,41211064.32,60.72
450,2005-05-03,53808348,3815011.84,7.09
451,2005-05-04,20680051,2907615.36,14.06
452,2005-05-05,49946405,41695260.16,83.48
453,2005-05-06,69709072,41971832.32,60.21
454,2005-05-07,48701946,2673736.64,5.49
455,2005-05-08,42831653,29515292.16,68.91
456,2005-05-09,34793489,26585704.96,76.41
457,2005-05-10,24589751,8876899.84,36.1
458,2005-05-11,41234298,37844835.84,91.78
459,2005-05-12,12913390,4059969.92,31.44
460,2005-05-13,50207776,1943040.8,3.87
461,2005-05-14,21030584,128286.57,0.61
462,2005-05-15,75776372,67160591.36,88.63
463,2005-05-16,81329967,71545973.76,87.97
464,2005-05-17,92180637,58755942.4,63.74
465,2005-05-18,5015072,2875642.24,57.34
466,2005-05-19,70572778,51221724.16,72.58
467,2005-05-20,29987051,27126287.36,90.46
468,2005-05-21,84965581,1164028.48,1.37
469,2005-05-22,2541866,344677.04,13.56
470,2005-05-23,24567572,417648.72,1.7
471,2005-05-24,42047784,21133216,50.26
472,2005-05-25,83611048,82532464.64,98.71
473,2005-05-26,33151018,11901216,35.9
474,2005-05-27,45378140,33983687.68,74.89
475,2005-05-28,57560506,45144704,78.43
476,2005-05-29,82992736,20598796.8,24.82
477,2005-05-30,39749319,36931095.04,92.91
478,2005-05-31,58730818,6196101.12,10.55
479,2005-06-01,9207129,3965510.4,43.07
480,2005-06-02,90481224,48362214.4,53.45
481,2005-06-03,83548970,22783802.88,27.27
482,2005-06-04,43563997,1585729.44,3.64
483,2005-06-05,43193519,11627695.36,26.92
484,2005-06-06,57689627,6991982.72,12.12
485,2005-06-07,5224895,49114.02,0.94
486,2005-06-08,71089754,54063759.36,76.05
487,2005-06-09,41279318,21634490.88,52.41
488,2005-06-10,12695189,3101434.56,24.43
489,2005-06-11,41682264,21758141.44,52.2
490,2005-06-12,1372428,1100412.8,80.18
491,2005-06-13,32179839,8987829.12,27.93
492,2005-06-14,1752322,157008.05,8.96
493,2005-06-15,55341768,46824668.16,84.61
494,2005-06-16,80019644,32680025.6,40.84
495,2005-06-17,91565031,61916277.76,67.62
496,2005-06-18,5191556,2314914.88,44.59
497,2005-06-19,99708261,82947307.52,83.19
498,2005-06-20,78708811,32530352.64,41.33
499,2005-06-21,13625218,5322010.24,39.06
500,2005-06-22,34413911,20311091.2,59.02
501,2005-06-23,44427299,6575240.32,14.8
502,2005-06-24,43648216,16494661.12,37.79
503,2005-06-25,39912502,34612124.16,86.72
504,2005-06-26,31455960,4671210.24,14.85
505,2005-06-27,96638540,12881917.44,13.33
506,2005-06-28,23623963,23541281.28,99.65
507,2005-06-29,29387502,9248246.4,31.47
508,2005-06-30,21680765,5619653.76,25.92
509,2005-07-01,72336859,70166748.16,97.0
510,2005-07-02,62110683,49210296.32,79.23
511,2005-07-03,97888555,30218196.48,30.87
512,2005-07-04,24549326,20886566.4,85.08
513,2005-07-05,17039397,6798719.36,39.9
514,2005-07-06,45695134,2664026.4,5.83
515,2005-07-07,70379682,8931180.8,12.69
516,2005-07-08,45579276,26832519.68,58.87
517,2005-07-09,10129589,3287051.84,32.45
518,2005-07-10,55319465,42286200.32,76.44
519,2005-07-11,90883749,22257431.04,24.49
520,2005-07-12,64219370,55190128.64,85.94
521,2005-07-13,97264036,59019816.96,60.68
522,2005-07-14,92123640,64422062.08,69.93
523,2005-07-15,3934823,1630197.12,41.43
524,2005-07-16,98751275,46087219.2,46.67
525,2005-07-17,43528781,19522657.28,44.85
526,2005-07-18,20137213,4410049.28,21.9
527,2005-07-19,37656050,31054942.72,82.47
528,2005-07-20,86024329,52319994.88,60.82
529,2005-07-21,60053785,35605888,59.29
530,2005-07-22,98317985,97049681.92,98.71
531,2005-07-23,87089663,86471331.84,99.29
532,2005-07-24,60285509,16325315.84,27.08
533,2005-07-25,70227403,13265955.84,18.89
534,2005-07-26,34368652,21232952.32,61.78
535,2005-07-27,26380712,7038373.76,26.68
536,2005-07-28,93553235,7128756.48,7.62
537,2005-07-29,95497703,29346444.8,30.73
538,2005-07-30,99029435,81352678.4,82.15
539,2005-07-31,6369823,4730867.2,74.27
540,2005-08-01,11108203,2386041.92,21.48
541,2005-08-02,81931400,16001203.2,19.53
542,2005-08-03,19313658,17585086.72,91.05
543,2005-08-04,17411614,9149802.88,52.55
544,2005-08-05,28823852,11088536.32,38.47
545,2005-08-06,35840700,34442913.28,96.1
546,2005-08-07,21364576,12887111.68,60.32
547,2005-08-08,34915360,26940692.48,77.16
548,2005-08-09,56843950,48755056.64,85.77
549,2005-08-10,37558418,15545428.48,41.39
550,2005-08-11,85186109,34849638.4,40.91
551,2005-08-12,23679252,12729966.08,53.76
552,2005-08-13,65672947,40763197.44,62.07
553,2005-08-14,10247772,4448557.76,43.41
554,2005-08-15,78312955,2560833.44,3.27
555,2005-08-16,10811019,7988261.76,73.89
556,2005-08-17,44093268,28338741.76,64.27
557,2005-08-18,23508714,8310330.24,35.35
558,2005-08-19,55017928,8214176.64,14.93
559,2005-08-20,13579010,8681061.12,63.93
560,2005-08-21,22145914,13881058.56,62.68
561,2005-08-22,58419641,34625320.96,59.27
562,2005-08-23,57570590,6113996.8,10.62
563,2005-08-24,61307774,19011541.76,31.01
564,2005-08-25,4158773,2121806.08,51.02
565,2005-08-26,52146833,46833070.08,89.81
566,2005-08-27,35168183,33251520,94.55
567,2005-08-28,5861802,4282632.32,73.06
568,2005-08-29,48963261,29035212.8,59.3
569,2005-08-30,58721663,38638855.68,65.8
570,2005-08-31,73971393,39101278.72,52.86
571,2005-09-01,59708945,59673118.72,99.94
572,2005-09-02,24073358,20982339.84,87.16
573,2005-09-03,7387108,2286309.92,30.95
574,2005-09-04,38791692,24008179.2,61.89
575,2005-09-05,10611582,467970.76,4.41
576,2005-09-06,45097864,8726437.12,19.35
577,2005-09-07,92433032,16499296,17.85
578,2005-09-08,56648205,17951815.68,31.69
579,2005-09-09,95772491,5152560,5.38
580,2005-09-10,29395639,16620295.68,56.54
581,2005-09-11,91329010,5507139.2,6.03
582,2005-09-12,22072641,8573013.12,38.84
583,2005-09-13,91607206,34416826.88,37.57
584,2005-09-14,86710640,24478412.8,28.23
585,2005-09-15,53029637,33721546.24,63.59
586,2005-09-16,94047240,79338250.24,84.36
587,2005-09-17,26845686,19873861.12,74.03
588,2005-09-18,92923009,44630917.12,48.03
589,2005-09-19,41272864,17153002.24,41.56
590,2005-09-20,4629998,2549276.96,55.06
591,2005-09-21,68891233,21287390.72,30.9
592,2005-09-22,24914935,16214640.64,65.08
593,2005-09-23,72730254,45572776.96,62.66
594,2005-09-24,88269834,29376199.68,33.28
595,2005-09-25,67312370,24986350.08,37.12
596,2005-09-26,61369012,43964759.04,71.64
597,2005-09-27,11328710,3254738.24,28.73
598,2005-09-28,66114718,62075110.4,93.89
599,2005-09-29,79844077,26627998.72,33.35
600,2005-09-30,72178300,51816806.4,71.79
601,2005-10-01,33359537,10801817.6,32.38
602,2005-10-02,67793791,55950218.24,82.53
603,2005-10-03,26816254,21694348.8,80.9
604,2005-10-04,72108603,63354618.88,87.86
605,2005-10-05,18031491,17243514.88,95.63
606,2005-10-06,54983969,24852753.92,45.2
607,2005-10-07,37961121,3332986.24,8.78
608,2005-10-08,87575004,68352296.96,78.05
609,2005-10-09,72978696,13158059.52,18.03
610,2005-10-10,53752476,26290334.72,48.91
611,2005-10-11,60287310,52076180.48,86.38
